customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,customer_segment,signup_date,created_date,updated_date
166,Faizan,Nair,faizan.nair6313@yahoo.com,8033101171,Male,1974-09-01,Mysore,Karnataka,India,Platinum,2024-10-02,2024-10-02,2024-10-02
167,Vinay,Choudhary,vinay.choudhary157@outlook.com,6876351021,Male,1980-11-08,Pune,Maharashtra,India,Bronze,2025-08-23,2025-08-23,2025-08-23
168,Sneha,Reddy,sneha.reddy9709@yahoo.com,7117652282,Female,1971-12-10,Indore,Madhya Pradesh,India,Gold,2023-12-27,2023-12-27,2023-12-27
169,Swathi,Kumar,swathi.kumar2060@yahoo.com,7631530727,Female,1996-11-09,Kolkata,West Bengal,India,Silver,2026-01-27,2026-01-27,2026-01-27
170,Harsha,Kulkarni,harsha.kulkarni6146@yahoo.com,7156329822,Male,2004-02-16,Varanasi,Uttar Pradesh,India,Gold,2026-03-24,2026-03-24,2026-03-24
171,Anupama,Bhat,anupama.bhat8677@yahoo.com,6537907966,Female,2002-11-05,Coimbatore,Tamil Nadu,India,Gold,2023-12-14,2023-12-14,2023-12-14
172,Reshma,Iyer,reshma.iyer8440@outlook.com,7656287308,Female,2001-07-28,Madurai,Tamil Nadu,India,Bronze,2025-10-16,2025-10-16,2025-10-16
173,Vijay,Pandey,vijay.pandey875@outlook.com,6748070332,Male,1990-04-23,Coimbatore,Tamil Nadu,India,Gold,2025-11-25,2025-11-25,2025-11-25
174,Akash,Choudhary,akash.choudhary6499@hotmail.com,6194481198,Male,1968-12-26,Warangal,Telangana,India,Bronze,2024-04-17,2024-04-17,2024-04-17
175,Imran,Reddy,imran.reddy9995@hotmail.com,8318005951,Male,1966-01-18,Udaipur,Rajasthan,India,Bronze,2023-06-16,2023-06-16,2023-06-16
176,Prakash,Kapoor,prakash.kapoor2270@hotmail.com,8658619633,Male,1982-04-01,Indore,Madhya Pradesh,India,Silver,2024-01-30,2024-01-30,2024-01-30
177,Sanjana,Reddy,sanjana.reddy6209@yahoo.com,6204986655,Female,1978-04-29,Nashik,Maharashtra,India,Gold,2024-07-30,2024-07-30,2024-07-30
178,Anjali,Yadav,anjali.yadav6476@outlook.com,8375700048,Female,1957-03-17,Mysore,Karnataka,India,Bronze,2023-10-28,2023-10-28,2023-10-28
179,Santosh,Iyer,santosh.iyer2506@gmail.com,8984751431,Male,1959-03-16,Ranchi,Jharkhand,India,Silver,2025-08-10,2025-08-10,2025-08-10
180,Ganesh,Yadav,ganesh.yadav3729@yahoo.com,9586898401,Male,1992-08-20,Varanasi,Uttar Pradesh,India,Gold,2023-05-07,2023-05-07,2023-05-07
181,Monika,Bhat,monika.bhat658@hotmail.com,7418652463,Female,1976-07-25,Ahmedabad,Gujarat,India,Bronze,2023-04-28,2023-04-28,2023-04-28
182,Sowmya,Yadav,sowmya.yadav5821@hotmail.com,8802261020,Female,2007-07-08,Karimnagar,Telangana,India,Silver,2024-11-20,2024-11-20,2024-11-20
183,Pavithra,Singh,pavithra.singh6381@gmail.com,9569372974,Female,2005-01-25,Indore,Madhya Pradesh,India,Platinum,2024-04-09,2024-04-09,2024-04-09
184,Rajesh,Yadav,rajesh.yadav7519@outlook.com,8313880063,Male,2001-06-30,Indore,Madhya Pradesh,India,Silver,2025-06-27,2025-06-27,2025-06-27
185,Ishita,Yadav,ishita.yadav728@hotmail.com,6227820436,Female,1959-10-30,Indore,Madhya Pradesh,India,Silver,2026-04-12,2026-04-12,2026-04-12
186,Vinay,Iyer,vinay.iyer9747@gmail.com,9118498286,Male,1958-11-16,Kolkata,West Bengal,India,Silver,2024-01-12,2024-01-12,2024-01-12
187,Jyothi,Shetty,jyothi.shetty7209@hotmail.com,8554849208,Female,1972-12-15,Pune,Maharashtra,India,Gold,2025-10-27,2025-10-27,2025-10-27
188,Bhanu,Yadav,bhanu.yadav4667@gmail.com,6790782323,Male,2000-08-21,Aurangabad,Maharashtra,India,Platinum,2022-07-30,2022-07-30,2022-07-30
189,Ayaan,Pandey,ayaan.pandey2189@outlook.com,9186015372,Male,2001-03-10,Vijayawada,Andhra Pradesh,India,Silver,2022-08-25,2022-08-25,2022-08-25
190,Varun,Yadav,varun.yadav6592@hotmail.com,9832033813,Male,1993-12-04,Karimnagar,Telangana,India,Bronze,2022-08-29,2022-08-29,2022-08-29
191,Dhruv,Bhat,dhruv.bhat3792@hotmail.com,9205970647,Male,1993-02-24,Cuttack,Odisha,India,Bronze,2025-04-21,2025-04-21,2025-04-21
192,Ranjith,Choudhary,ranjith.choudhary2512@gmail.com,8557151144,Male,2004-03-19,Mumbai,Maharashtra,India,Platinum,2022-11-28,2022-11-28,2022-11-28
193,Divya,Kapoor,divya.kapoor2513@outlook.com,8466769917,Female,1966-12-14,Bhubaneswar,Odisha,India,Silver,2025-08-16,2025-08-16,2025-08-16
194,Naresh,Shetty,naresh.shetty2719@yahoo.com,7626404189,Male,1973-04-08,Kochi,Kerala,India,Bronze,2023-10-20,2023-10-20,2023-10-20
195,Abhishek,Gupta,abhishek.gupta9807@hotmail.com,8742956112,Male,1960-06-30,Delhi,Delhi,India,Gold,2024-03-05,2024-03-05,2024-03-05
196,Bhavya,Choudhary,bhavya.choudhary8980@gmail.com,8887916958,Female,1958-03-09,Udaipur,Rajasthan,India,Bronze,2023-03-31,2023-03-31,2023-03-31
197,Anand,Jain,anand.jain6560@yahoo.com,9380399139,Male,1999-04-04,Salem,Tamil Nadu,India,Silver,2022-10-19,2022-10-19,2022-10-19
198,Ritika,Reddy,ritika.reddy9187@gmail.com,7898752731,Female,1970-07-08,Lucknow,Uttar Pradesh,India,Bronze,2024-12-30,2024-12-30,2024-12-30
199,Akash,Choudhary,akash.choudhary5104@outlook.com,9949509688,Male,1979-10-17,Patna,Bihar,India,Bronze,2024-02-12,2024-02-12,2024-02-12
200,Ritu,Mehta,ritu.mehta8890@outlook.com,7282419227,Female,1967-11-24,Salem,Tamil Nadu,India,Platinum,2022-09-29,2022-09-29,2022-09-29
201,Amrutha,Gupta,amrutha.gupta1362@outlook.com,7730617750,Female,1966-01-19,Chennai,Tamil Nadu,India,Bronze,2025-05-10,2025-05-10,2025-05-10
202,Sangeetha,Nair,sangeetha.nair9772@outlook.com,8399795992,Female,1974-05-10,Warangal,Telangana,India,Platinum,2025-12-29,2025-12-29,2025-12-29
203,Harika,Shetty,harika.shetty6460@outlook.com,9998103309,Female,1980-10-31,Ahmedabad,Gujarat,India,Platinum,2025-03-03,2025-03-03,2025-03-03
204,Murali,Kulkarni,murali.kulkarni7527@yahoo.com,8373890910,Male,1989-03-02,Nashik,Maharashtra,India,Platinum,2026-02-24,2026-02-24,2026-02-24
205,Rakesh,Choudhary,rakesh.choudhary6431@hotmail.com,8729984321,Male,1966-10-20,Hyderabad,Telangana,India,Gold,2025-05-28,2025-05-28,2025-05-28
206,Sai,Pillai,sai.pillai4587@gmail.com,6839391614,Male,2004-02-29,Bangalore,Karnataka,India,Bronze,2025-09-02,2025-09-02,2025-09-02
207,Abhishek,Gupta,abhishek.gupta640@outlook.com,8797480355,Male,1999-06-05,Agra,Uttar Pradesh,India,Gold,2024-09-16,2024-09-16,2024-09-16
208,Harika,Bhat,harika.bhat9409@gmail.com,7329549176,Female,1997-01-30,Nagpur,Maharashtra,India,Silver,2025-03-29,2025-03-29,2025-03-29
209,Vani,Sharma,vani.sharma5759@hotmail.com,7813519325,Female,2004-05-01,Nashik,Maharashtra,India,Platinum,2022-12-21,2022-12-21,2022-12-21
210,Vijay,Jain,vijay.jain8799@gmail.com,9906251139,Male,1992-08-04,Lucknow,Uttar Pradesh,India,Gold,2025-09-17,2025-09-17,2025-09-17
211,Ajay,Nair,ajay.nair7255@hotmail.com,6221546034,Male,1971-09-11,Vijayawada,Andhra Pradesh,India,Platinum,2022-08-11,2022-08-11,2022-08-11
212,Rashmi,Kapoor,rashmi.kapoor7711@hotmail.com,8660303314,Female,1986-12-03,Kanpur,Uttar Pradesh,India,Platinum,2024-07-11,2024-07-11,2024-07-11
213,Akash,Mehta,akash.mehta5501@hotmail.com,6409609774,Male,2002-02-09,Kochi,Kerala,India,Gold,2024-01-05,2024-01-05,2024-01-05
214,Suresh,Joshi,suresh.joshi1644@hotmail.com,6894158714,Male,1970-03-23,Howrah,West Bengal,India,Gold,2023-09-20,2023-09-20,2023-09-20
215,Surya,Gupta,surya.gupta7339@outlook.com,7317550710,Male,2001-07-14,Thiruvananthapuram,Kerala,India,Silver,2024-04-09,2024-04-09,2024-04-09
216,Yash,Bhat,yash.bhat9241@gmail.com,8881995367,Male,1997-04-14,Hubli,Karnataka,India,Bronze,2022-08-06,2022-08-06,2022-08-06
217,Ashwin,Kumar,ashwin.kumar699@hotmail.com,8704176848,Male,1959-06-14,Indore,Madhya Pradesh,India,Bronze,2022-11-22,2022-11-22,2022-11-22
218,Madhuri,Kapoor,madhuri.kapoor7471@yahoo.com,9362612145,Female,1962-12-02,Varanasi,Uttar Pradesh,India,Platinum,2023-06-01,2023-06-01,2023-06-01
219,Srinivas,Rao,srinivas.rao7445@gmail.com,6936823885,Male,1999-09-02,Chennai,Tamil Nadu,India,Platinum,2022-10-07,2022-10-07,2022-10-07
220,Prakash,Bhat,prakash.bhat2301@outlook.com,7706858153,Male,1962-12-02,Kolkata,West Bengal,India,Silver,2026-03-13,2026-03-13,2026-03-13
221,Gokul,Pandey,gokul.pandey7629@hotmail.com,9592522018,Male,1979-09-30,Kolkata,West Bengal,India,Silver,2025-08-16,2025-08-16,2025-08-16
222,Sai,Patel,sai.patel5629@gmail.com,6395667689,Male,2001-06-10,Madurai,Tamil Nadu,India,Gold,2024-06-01,2024-06-01,2024-06-01
223,Rajesh,Yadav,rajesh.yadav6412@gmail.com,8082233259,Male,1990-02-19,Coimbatore,Tamil Nadu,India,Gold,2023-06-26,2023-06-26,2023-06-26
224,Pooja,Gupta,pooja.gupta809@hotmail.com,7824300685,Female,1990-07-13,Howrah,West Bengal,India,Silver,2025-05-30,2025-05-30,2025-05-30
225,Harini,Bhat,harini.bhat5854@outlook.com,8090098339,Female,2008-03-29,Kochi,Kerala,India,Bronze,2025-12-18,2025-12-18,2025-12-18
226,Aishwarya,Patel,aishwarya.patel4642@outlook.com,8466780242,Female,1996-02-28,Ahmedabad,Gujarat,India,Gold,2026-06-12,2026-06-12,2026-06-12
227,Sangeetha,Iyer,sangeetha.iyer6046@outlook.com,6728983404,Female,1971-05-17,Coimbatore,Tamil Nadu,India,Silver,2024-11-07,2024-11-07,2024-11-07
228,Jagadeesh,Pillai,jagadeesh.pillai3626@outlook.com,8949471636,Male,1961-12-09,Mysore,Karnataka,India,Bronze,2025-01-24,2025-01-24,2025-01-24
229,Madhav,Gupta,madhav.gupta1719@hotmail.com,6940767012,Male,1998-05-26,Ahmedabad,Gujarat,India,Platinum,2023-09-24,2023-09-24,2023-09-24
230,Vijay,Pandey,vijay.pandey156@outlook.com,8162935481,Male,1984-01-21,Bhubaneswar,Odisha,India,Bronze,2025-07-16,2025-07-16,2025-07-16
231,Navya,Nair,navya.nair6472@hotmail.com,7560379537,Female,1959-08-02,Nagpur,Maharashtra,India,Bronze,2023-10-24,2023-10-24,2023-10-24
232,Mohan,Pandey,mohan.pandey4770@hotmail.com,9280167658,Male,1971-04-19,Agra,Uttar Pradesh,India,Gold,2025-01-10,2025-01-10,2025-01-10
233,Varun,Singh,varun.singh2131@gmail.com,6840592578,Male,1973-01-19,Nashik,Maharashtra,India,Platinum,2025-12-16,2025-12-16,2025-12-16
234,Divya,Pillai,divya.pillai1232@gmail.com,6254622415,Female,1988-10-24,Hyderabad,Telangana,India,Platinum,2023-04-24,2023-04-24,2023-04-24
235,Farah,Singh,farah.singh1021@gmail.com,6889410225,Female,1993-03-15,Udaipur,Rajasthan,India,Gold,2025-05-10,2025-05-10,2025-05-10
236,Vinay,Choudhary,vinay.choudhary2897@yahoo.com,7353025566,Male,1983-01-20,Indore,Madhya Pradesh,India,Gold,2024-06-16,2024-06-16,2024-06-16
237,Zubair,Iyer,zubair.iyer2776@outlook.com,9080487748,Male,1968-06-14,Pune,Maharashtra,India,Platinum,2026-06-20,2026-06-20,2026-06-20
238,Karthik,Singh,karthik.singh4653@yahoo.com,6671281459,Male,1971-11-02,Nashik,Maharashtra,India,Gold,2023-07-07,2023-07-07,2023-07-07
239,Yash,Singh,yash.singh7909@yahoo.com,8793657106,Male,2006-02-05,Kanpur,Uttar Pradesh,India,Platinum,2023-01-27,2023-01-27,2023-01-27
240,Rakesh,Agarwal,rakesh.agarwal8270@hotmail.com,9169827319,Male,1965-06-16,Surat,Gujarat,India,Bronze,2023-09-04,2023-09-04,2023-09-04
241,Archana,Yadav,archana.yadav7852@hotmail.com,6239184820,Female,1971-03-12,Madurai,Tamil Nadu,India,Gold,2025-01-31,2025-01-31,2025-01-31
242,Ashwin,Kumar,ashwin.kumar8817@gmail.com,6736355593,Male,1998-03-26,Bhopal,Madhya Pradesh,India,Silver,2026-03-25,2026-03-25,2026-03-25
243,Surya,Patel,surya.patel3418@yahoo.com,7184437000,Male,1990-12-24,Salem,Tamil Nadu,India,Gold,2023-03-17,2023-03-17,2023-03-17
244,Tarun,Jain,tarun.jain9404@gmail.com,9128216429,Male,1975-10-11,Agra,Uttar Pradesh,India,Bronze,2025-11-28,2025-11-28,2025-11-28
245,Balaji,Pandey,balaji.pandey7243@gmail.com,7130127304,Male,1995-01-16,Udaipur,Rajasthan,India,Platinum,2026-05-24,2026-05-24,2026-05-24
246,Khushi,Mehta,khushi.mehta3695@outlook.com,8283106159,Female,2003-11-29,Aurangabad,Maharashtra,India,Silver,2025-07-16,2025-07-16,2025-07-16
247,Mahesh,Bhat,mahesh.bhat8231@hotmail.com,9362053821,Male,1967-03-03,Vijayawada,Andhra Pradesh,India,Silver,2022-09-04,2022-09-04,2022-09-04
248,Rishi,Kulkarni,rishi.kulkarni7204@yahoo.com,9977737393,Male,1962-05-29,Nagpur,Maharashtra,India,Bronze,2025-03-09,2025-03-09,2025-03-09
249,Monika,Kapoor,monika.kapoor9253@yahoo.com,8974183250,Female,1963-01-08,Bangalore,Karnataka,India,Platinum,2024-04-04,2024-04-04,2024-04-04
250,Ritika,Pillai,ritika.pillai286@outlook.com,6792322132,Female,1967-12-29,Vijayawada,Andhra Pradesh,India,Platinum,2024-01-25,2024-01-25,2024-01-25
251,Pranav,Verma,pranav.verma8415@gmail.com,8462930555,Male,1989-03-28,Patna,Bihar,India,Silver,2023-09-19,2023-09-19,2023-09-19
252,Kiran,Gupta,kiran.gupta4565@gmail.com,9177311494,Male,1997-07-08,Madurai,Tamil Nadu,India,Silver,2022-11-04,2022-11-04,2022-11-04
253,Rashmi,Pillai,rashmi.pillai4472@gmail.com,9213378087,Female,1961-03-13,Surat,Gujarat,India,Platinum,2025-05-02,2025-05-02,2025-05-02
254,Divya,Kumar,divya.kumar3463@yahoo.com,8333072350,Female,1999-07-07,Mysore,Karnataka,India,Platinum,2022-12-26,2022-12-26,2022-12-26
255,Nazia,Kulkarni,nazia.kulkarni8053@outlook.com,7326762362,Female,1966-12-14,Indore,Madhya Pradesh,India,Platinum,2022-09-27,2022-09-27,2022-09-27
256,Uma,Mishra,uma.mishra2672@outlook.com,9000652984,Female,1959-09-29,Karimnagar,Telangana,India,Silver,2022-10-07,2022-10-07,2022-10-07
257,Naveen,Pandey,naveen.pandey3506@hotmail.com,8635703701,Male,1981-06-19,Patna,Bihar,India,Bronze,2023-02-12,2023-02-12,2023-02-12
258,Manasa,Yadav,manasa.yadav4159@yahoo.com,6361946545,Female,1966-03-05,Patna,Bihar,India,Bronze,2026-05-28,2026-05-28,2026-05-28
259,Chandana,Gupta,chandana.gupta3847@outlook.com,6246954758,Female,2007-06-30,Cuttack,Odisha,India,Bronze,2023-07-10,2023-07-10,2023-07-10
260,Sai,Reddy,sai.reddy4557@yahoo.com,9454619388,Male,1967-01-22,Coimbatore,Tamil Nadu,India,Platinum,2025-11-13,2025-11-13,2025-11-13
261,Balaji,Mishra,balaji.mishra8146@yahoo.com,9705637214,Male,1959-07-03,Bangalore,Karnataka,India,Silver,2025-05-03,2025-05-03,2025-05-03
262,Vinay,Jain,vinay.jain5824@hotmail.com,7533863918,Male,1983-07-12,Hubli,Karnataka,India,Platinum,2025-02-11,2025-02-11,2025-02-11
263,Komal,Pillai,komal.pillai3143@gmail.com,9983175764,Female,1992-11-17,Cuttack,Odisha,India,Gold,2026-02-26,2026-02-26,2026-02-26
264,Ayesha,Yadav,ayesha.yadav243@gmail.com,9295864806,Female,1986-04-19,Thiruvananthapuram,Kerala,India,Bronze,2022-07-07,2022-07-07,2022-07-07
265,Nikhil,Yadav,nikhil.yadav8598@outlook.com,8378823039,Male,2006-09-29,Surat,Gujarat,India,Gold,2023-11-11,2023-11-11,2023-11-11
266,Kiran,Pandey,kiran.pandey7805@outlook.com,9750992030,Male,1975-08-19,Aurangabad,Maharashtra,India,Bronze,2024-06-24,2024-06-24,2024-06-24
267,Bhavya,Mehta,bhavya.mehta3364@hotmail.com,8389805564,Female,1988-09-08,Salem,Tamil Nadu,India,Platinum,2026-03-26,2026-03-26,2026-03-26
268,Dhruv,Jain,dhruv.jain5569@gmail.com,6237447429,Male,1996-11-29,New Delhi,Delhi,India,Bronze,2022-12-08,2022-12-08,2022-12-08
269,Sangeetha,Agarwal,sangeetha.agarwal5679@outlook.com,6672030802,Female,1980-06-11,Nashik,Maharashtra,India,Bronze,2025-07-22,2025-07-22,2025-07-22
270,Amrutha,Kulkarni,amrutha.kulkarni2129@outlook.com,7244587039,Female,2005-10-27,Aurangabad,Maharashtra,India,Silver,2023-06-22,2023-06-22,2023-06-22
271,Zubair,Mehta,zubair.mehta1617@outlook.com,7131831975,Male,1984-12-21,Agra,Uttar Pradesh,India,Gold,2025-06-21,2025-06-21,2025-06-21
272,Madhav,Chatterjee,madhav.chatterjee9762@gmail.com,6362660293,Male,1982-01-25,Howrah,West Bengal,India,Bronze,2024-08-06,2024-08-06,2024-08-06
273,Bhanu,Kapoor,bhanu.kapoor2559@hotmail.com,9641380262,Male,1994-12-28,Bhubaneswar,Odisha,India,Platinum,2024-03-29,2024-03-29,2024-03-29
274,Sangeetha,Chatterjee,sangeetha.chatterjee6865@yahoo.com,8403960484,Female,1979-04-25,Kanpur,Uttar Pradesh,India,Silver,2022-11-25,2022-11-25,2022-11-25
275,Deepika,Joshi,deepika.joshi9729@hotmail.com,9330268931,Female,1974-10-22,Coimbatore,Tamil Nadu,India,Platinum,2026-01-05,2026-01-05,2026-01-05
276,Harini,Sharma,harini.sharma9753@outlook.com,6311616870,Female,1964-12-29,Warangal,Telangana,India,Bronze,2025-02-14,2025-02-14,2025-02-14
277,Vijay,Yadav,vijay.yadav7812@yahoo.com,7455066869,Male,1995-04-23,Pune,Maharashtra,India,Platinum,2023-01-02,2023-01-02,2023-01-02
278,Ananya,Pandey,ananya.pandey490@gmail.com,6003403353,Female,1981-02-12,Chennai,Tamil Nadu,India,Platinum,2023-04-14,2023-04-14,2023-04-14
279,Naveen,Reddy,naveen.reddy5655@hotmail.com,9999137162,Male,1963-04-08,Howrah,West Bengal,India,Platinum,2023-08-03,2023-08-03,2023-08-03
280,Mounika,Patel,mounika.patel7872@outlook.com,6589487478,Female,1974-06-27,Jaipur,Rajasthan,India,Gold,2025-01-06,2025-01-06,2025-01-06
281,Sravani,Singh,sravani.singh480@yahoo.com,7093565821,Female,1995-11-23,Hyderabad,Telangana,India,Silver,2024-12-21,2024-12-21,2024-12-21
282,Pradeep,Jain,pradeep.jain4806@hotmail.com,6880855797,Male,1980-01-02,Salem,Tamil Nadu,India,Bronze,2025-12-15,2025-12-15,2025-12-15
283,Faizan,Shetty,faizan.shetty3247@gmail.com,7887730672,Male,1972-05-23,Mumbai,Maharashtra,India,Gold,2023-12-27,2023-12-27,2023-12-27
284,Lakshmi,Agarwal,lakshmi.agarwal794@hotmail.com,7533330263,Female,1956-10-15,Bangalore,Karnataka,India,Platinum,2023-05-02,2023-05-02,2023-05-02
285,Raghav,Pandey,raghav.pandey9979@hotmail.com,8005248170,Male,1998-04-11,Madurai,Tamil Nadu,India,Gold,2023-05-30,2023-05-30,2023-05-30
286,Mounika,Yadav,mounika.yadav1997@yahoo.com,8002378767,Female,1990-05-25,Delhi,Delhi,India,Bronze,2022-07-07,2022-07-07,2022-07-07
287,Nandini,Bhat,nandini.bhat9386@yahoo.com,8470185801,Female,1956-07-22,Thiruvananthapuram,Kerala,India,Silver,2022-12-21,2022-12-21,2022-12-21
288,Amrutha,Joshi,amrutha.joshi370@hotmail.com,7063562173,Female,2000-05-06,Mangalore,Karnataka,India,Gold,2022-07-30,2022-07-30,2022-07-30
289,Komal,Chatterjee,komal.chatterjee9301@hotmail.com,6922057959,Female,1978-01-22,Aurangabad,Maharashtra,India,Bronze,2025-03-20,2025-03-20,2025-03-20
290,Swathi,Kulkarni,swathi.kulkarni6475@gmail.com,6225754402,Female,1988-01-26,Kochi,Kerala,India,Gold,2022-10-21,2022-10-21,2022-10-21
291,Srinivas,Choudhary,srinivas.choudhary6561@outlook.com,7299058778,Male,1993-05-02,Ahmedabad,Gujarat,India,Platinum,2024-08-03,2024-08-03,2024-08-03
292,Sravani,Nair,sravani.nair3056@gmail.com,7089485673,Female,1988-11-28,Madurai,Tamil Nadu,India,Bronze,2024-12-14,2024-12-14,2024-12-14
293,Hina,Nair,hina.nair2891@hotmail.com,8087504634,Female,1961-05-20,Jaipur,Rajasthan,India,Platinum,2022-12-06,2022-12-06,2022-12-06
294,Sarika,Bhat,sarika.bhat6324@hotmail.com,9009967736,Female,2007-05-26,Nagpur,Maharashtra,India,Gold,2025-06-06,2025-06-06,2025-06-06
295,Ananya,Rao,ananya.rao6529@outlook.com,6518785972,Female,1996-10-03,Bhopal,Madhya Pradesh,India,Bronze,2024-12-08,2024-12-08,2024-12-08
296,Aditi,Singh,aditi.singh8555@gmail.com,8825303859,Female,1985-09-05,Ahmedabad,Gujarat,India,Bronze,2024-07-17,2024-07-17,2024-07-17
297,Faizan,Rao,faizan.rao8494@hotmail.com,7920783964,Male,1957-09-10,Nashik,Maharashtra,India,Platinum,2024-11-09,2024-11-09,2024-11-09
298,Zara,Rao,zara.rao3880@yahoo.com,7163800309,Female,1975-02-24,Kochi,Kerala,India,Bronze,2025-01-28,2025-01-28,2025-01-28
299,Karthik,Chatterjee,karthik.chatterjee2432@yahoo.com,8792711896,Male,1969-01-20,Mangalore,Karnataka,India,Silver,2026-02-09,2026-02-09,2026-02-09
300,Aishwarya,Chatterjee,aishwarya.chatterjee3351@gmail.com,6713688372,Female,2000-05-08,Aurangabad,Maharashtra,India,Silver,2026-05-18,2026-05-18,2026-05-18
301,Shreyas,Verma,shreyas.verma3862@yahoo.com,9066877776,Male,1997-12-26,Hubli,Karnataka,India,Gold,2023-06-16,2023-06-16,2023-06-16
302,Kalyani,Jain,kalyani.jain9770@hotmail.com,8097206500,Female,1978-08-24,Thiruvananthapuram,Kerala,India,Gold,2025-03-20,2025-03-20,2025-03-20
303,Bindu,Pillai,bindu.pillai6273@gmail.com,9287489603,Female,1980-08-02,Patna,Bihar,India,Bronze,2023-03-31,2023-03-31,2023-03-31
304,Arjun,Kumar,arjun.kumar1504@yahoo.com,8330070273,Male,1983-05-20,Kolkata,West Bengal,India,Gold,2026-03-14,2026-03-14,2026-03-14
305,Ayesha,Shetty,ayesha.shetty930@yahoo.com,7037250398,Female,1982-04-21,Thiruvananthapuram,Kerala,India,Gold,2024-02-24,2024-02-24,2024-02-24
306,Vinay,Singh,vinay.singh5935@outlook.com,6095489464,Male,2005-09-07,Hyderabad,Telangana,India,Bronze,2025-08-21,2025-08-21,2025-08-21
307,Vaishnavi,Kulkarni,vaishnavi.kulkarni515@outlook.com,8390423357,Female,1981-11-30,Chennai,Tamil Nadu,India,Platinum,2025-04-05,2025-04-05,2025-04-05
308,Ramesh,Mehta,ramesh.mehta1607@gmail.com,9944026194,Male,2003-11-11,Pune,Maharashtra,India,Bronze,2025-08-17,2025-08-17,2025-08-17
309,Navya,Pandey,navya.pandey9092@yahoo.com,9590096396,Female,1959-08-03,Surat,Gujarat,India,Gold,2025-10-16,2025-10-16,2025-10-16
310,Anupama,Mishra,anupama.mishra6097@hotmail.com,8811454324,Female,1959-06-15,Nashik,Maharashtra,India,Platinum,2025-03-27,2025-03-27,2025-03-27
311,Sarika,Pillai,sarika.pillai8320@yahoo.com,8258199357,Female,1963-05-04,Salem,Tamil Nadu,India,Bronze,2024-12-16,2024-12-16,2024-12-16
312,Sai,Pillai,sai.pillai6486@gmail.com,7991093895,Male,1965-07-06,Warangal,Telangana,India,Gold,2025-04-13,2025-04-13,2025-04-13
313,Yash,Sharma,yash.sharma6921@hotmail.com,7363291532,Male,1973-10-03,Kochi,Kerala,India,Gold,2024-07-08,2024-07-08,2024-07-08
314,Anjali,Jain,anjali.jain2851@outlook.com,7987309780,Female,1974-11-19,Lucknow,Uttar Pradesh,India,Silver,2024-11-23,2024-11-23,2024-11-23
315,Harini,Pandey,harini.pandey7841@hotmail.com,9507487582,Female,1958-04-16,Cuttack,Odisha,India,Silver,2025-06-22,2025-06-22,2025-06-22
316,Suresh,Mehta,suresh.mehta3491@outlook.com,6999397782,Male,1996-07-21,Mangalore,Karnataka,India,Gold,2023-01-22,2023-01-22,2023-01-22
317,Manasa,Yadav,manasa.yadav3779@gmail.com,9838723316,Female,1977-06-18,Kochi,Kerala,India,Platinum,2024-09-14,2024-09-14,2024-09-14
318,Murali,Pillai,murali.pillai2587@outlook.com,7624895821,Male,1979-08-07,Vadodara,Gujarat,India,Silver,2024-01-24,2024-01-24,2024-01-24
319,Lakshmi,Pandey,lakshmi.pandey9579@yahoo.com,9053928867,Female,1988-07-01,Lucknow,Uttar Pradesh,India,Bronze,2022-11-10,2022-11-10,2022-11-10
320,Ajay,Shetty,ajay.shetty2988@outlook.com,7500811938,Male,1969-07-05,Nagpur,Maharashtra,India,Bronze,2025-06-22,2025-06-22,2025-06-22
321,Chandra,Jain,chandra.jain9847@gmail.com,7584696626,Male,1962-01-21,Aurangabad,Maharashtra,India,Gold,2024-03-03,2024-03-03,2024-03-03
322,Chandra,Das,chandra.das8371@gmail.com,9908458835,Male,1983-04-02,Ahmedabad,Gujarat,India,Gold,2025-04-26,2025-04-26,2025-04-26
323,Meera,Das,meera.das2153@hotmail.com,8005993768,Female,1991-04-23,Vijayawada,Andhra Pradesh,India,Bronze,2024-11-18,2024-11-18,2024-11-18
324,Sanjana,Gupta,sanjana.gupta1409@gmail.com,7437948329,Female,1977-05-12,Coimbatore,Tamil Nadu,India,Bronze,2024-09-24,2024-09-24,2024-09-24
